CLICS Form,Variety,ISO CODE,Family,Form in source,Gloss in source,Dataset,latitude,longitude,Number
kwarangas,Amaimon,ali,Nuclear Trans New Guinea,kwaraŋas,yam,TransNewGuinea.org,-5.18742,145.368,0.450043523851617
m,Amaimon,ali,Nuclear Trans New Guinea,mʌ,yam,TransNewGuinea.org,-5.18742,145.368,0.683785697555196
malak,Amele,aey,Nuclear Trans New Guinea,malak,yam,TransNewGuinea.org,-5.29126,145.687,0.343694707980963
o,Amele,aey,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.29126,145.687,0.467497378601948
sabi,Amowe (Bere Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.260900371228902
sabi,Amowe (Gomu Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.204336273047046
sabi,Amowe (Tagoe Dialect),,Nuclear Trans New Guinea,sɑbi,yam,TransNewGuinea.org,,,0.468334778526046
nambang,Anam,pda,Nuclear Trans New Guinea,nambaŋ,yam,TransNewGuinea.org,-4.68869,145.051,0.291486584191237
nuza,Anam,pda,Nuclear Trans New Guinea,nuza,yam,TransNewGuinea.org,-4.68869,145.051,0.74503476031829
mumba,Anamgura,imi,Nuclear Trans New Guinea,mumba,yam,TransNewGuinea.org,-4.63762,144.991,0.512051499129979
nambmba,Anamgura,imi,Nuclear Trans New Guinea,nambʌmba,yam,TransNewGuinea.org,-4.63762,144.991,0.630897661133918
alam,Anjam,boj,Nuclear Trans New Guinea,alam,yam,TransNewGuinea.org,-5.45899,145.717,0.844489477995452
sambi,Anjam,boj,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,-5.45899,145.717,0.359295976046135
gunja,Apali,ena,Nuclear Trans New Guinea,ɣunja,yam,TransNewGuinea.org,-5.1727,145.023,0.339416562269798
gunja,Apali,ena,Nuclear Trans New Guinea,ɣunja,yam,TransNewGuinea.org,-5.1727,145.023,0.987337134359367
kuni,Apali,ena,Nuclear Trans New Guinea,kuni,yam,TransNewGuinea.org,-5.1727,145.023,0.476376043039251
doku,Arawum,awm,Nuclear Trans New Guinea,doku,yam,TransNewGuinea.org,-5.52787,145.903,0.672400135077177
mulangk,Arawum,awm,Nuclear Trans New Guinea,mulaŋk,yam,TransNewGuinea.org,-5.52787,145.903,0.840552104456451
debel,Asas,asd,Nuclear Trans New Guinea,dɛbɛl,yam,TransNewGuinea.org,-5.69345,145.549,0.879221801509972
hou,Asas,asd,Nuclear Trans New Guinea,hou,yam,TransNewGuinea.org,-5.69345,145.549,0.755596485506223
ma,Atemble,ate,Nuclear Trans New Guinea,ma,yam,TransNewGuinea.org,-5.08137,144.806,0.584510497989408
tuguk,Atemble,ate,Nuclear Trans New Guinea,tuguk,yam,TransNewGuinea.org,-5.08137,144.806,0.214978962219181
ahki,Awa,awb,Nuclear Trans New Guinea,ahʔki,yam,TransNewGuinea.org,-6.65534,145.714,0.813506237845886
ahweh,Awa,awb,Nuclear Trans New Guinea,ahweh',yam,TransNewGuinea.org,-6.65534,145.714,0.83801916284036
aw,Awa,awb,Nuclear Trans New Guinea,awʌ́ʔ,yam,TransNewGuinea.org,-6.65534,145.714,0.0543287179903494
taawima,Awiyaana,auy,Nuclear Trans New Guinea,taawima,yam,TransNewGuinea.org,-6.54079,145.76,0.408274643350989
o,Bagupi,bpi,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.07778,145.632,0.494376737159721
sabel,Bagupi,bpi,Nuclear Trans New Guinea,sabɛl,yam,TransNewGuinea.org,-5.07778,145.632,0.659701298345313
murak,Baimak,bmx,Nuclear Trans New Guinea,murak,yam,TransNewGuinea.org,-5.18943,145.606,0.839994465268513
o,Baimak,bmx,Nuclear Trans New Guinea,ɔ,yam,TransNewGuinea.org,-5.18943,145.606,0.886962957110407
al,Bargam,mlp,Nuclear Trans New Guinea,al,yam,TransNewGuinea.org,-4.8723,145.756,0.947396547635279
zabel,Bargam,mlp,Nuclear Trans New Guinea,zabel,yam,TransNewGuinea.org,-4.8723,145.756,0.325539175117895
marak,Bau,bbd,Nuclear Trans New Guinea,marak,yam,TransNewGuinea.org,-5.26465,145.611,0.577644729287062
o,Bau,bbd,Nuclear Trans New Guinea,ʔo:,yam,TransNewGuinea.org,-5.26465,145.611,0.137152841190344
avi,Benabena,bef,Nuclear Trans New Guinea,ávi,yam,TransNewGuinea.org,-6.09974,145.534,0.888416026047157
meeb,Bepour,bie,Nuclear Trans New Guinea,meʔeb,yam,TransNewGuinea.org,-4.5985,145.442,0.622520239968431
oro,Bepour,bie,Nuclear Trans New Guinea,ɔrɔʔ,yam,TransNewGuinea.org,-4.5985,145.442,0.58943439881731
m,Bilakura,bql,Nuclear Trans New Guinea,mʌː,yam,TransNewGuinea.org,-4.93116,145.559,0.00949618398287254
sabulam,Bilakura,bql,Nuclear Trans New Guinea,sabulam,yam,TransNewGuinea.org,-4.93116,145.559,0.506489393133885
wan,Bimin,bhl,Nuclear Trans New Guinea,wan,yam,TransNewGuinea.org,-5.38732,142.04,0.877533056904717
wan,Bimin (Fagobiw Dialect),,Nuclear Trans New Guinea,wan,yam,TransNewGuinea.org,,,0.757942418763065
wan,Bimin (Sengen Dialect),,Nuclear Trans New Guinea,wan,yam,TransNewGuinea.org,,,0.486913413778537
kawi,Bisorio (Iniai Dialect),,Nuclear Trans New Guinea,kawi,yam,TransNewGuinea.org,,,0.781293173410077
manggri,Biyom,bpm,Nuclear Trans New Guinea,maŋgrʌi,yam,TransNewGuinea.org,-5.79929,145.348,0.577791431417717
yanu,Biyom,bpm,Nuclear Trans New Guinea,yanu,yam,TransNewGuinea.org,-5.79929,145.348,0.305091889937971
alam,Bongu,bpu,Nuclear Trans New Guinea,alam,yam,TransNewGuinea.org,-5.50519,145.806,0.484774686094878
ayan,Bongu,bpu,Nuclear Trans New Guinea,ayan,yam,TransNewGuinea.org,-5.50519,145.806,0.660319753552102
kainda,Bongu,bpu,Nuclear Trans New Guinea,kainda,yam,TransNewGuinea.org,-5.50519,145.806,0.877541591459715
sambi,Bongu,bpu,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,-5.50519,145.806,0.694476240920161
oran,Brem,buq,Nuclear Trans New Guinea,oran,yam,TransNewGuinea.org,-4.67372,145.562,0.103060440573482
singgua,Brem,buq,Nuclear Trans New Guinea,siŋgua,yam,TransNewGuinea.org,-4.67372,145.562,0.193643864317413
dabr,Danaru,dnr,Nuclear Trans New Guinea,dabr,yam,TransNewGuinea.org,-5.53634,145.457,0.711007115998277
gou,Danaru,dnr,Nuclear Trans New Guinea,gou,yam,TransNewGuinea.org,-5.53634,145.457,0.101124433907477
gasa,Dano (Asaro Dialect),,Nuclear Trans New Guinea,gása,yam,TransNewGuinea.org,,,0.948816394443664
gvsa,Dano (Asaro Dialect),,Nuclear Trans New Guinea,ǥʌᵛsa,yam,TransNewGuinea.org,,,0.493290392637412
amu,Enga (Lapalama Dialect),,Nuclear Trans New Guinea,amu,yam,TransNewGuinea.org,,,0.441453536640201
amu,Enga (Lapalama Dialect),,Nuclear Trans New Guinea,amu,yam,TransNewGuinea.org,,,0.408581042282067
amu,Enga (Sari Dialect),,Nuclear Trans New Guinea,amu,yam,TransNewGuinea.org,,,0.602944727163034
amu,Enga (Wapi Dialect),,Nuclear Trans New Guinea,amu,yam,TransNewGuinea.org,,,0.725757087648772
imba,Faita,faj,Nuclear Trans New Guinea,imba,yam,TransNewGuinea.org,-5.59947,145.298,0.696963516897511
wem,Faita,faj,Nuclear Trans New Guinea,wem,yam,TransNewGuinea.org,-5.59947,145.298,0.283135970777602
wan,Faiwol (Dimtikin Dialect),,Nuclear Trans New Guinea,wɑn,yam,TransNewGuinea.org,,,0.773715658501974
thbi,Faiwol (Lowbip Dialect),,Nuclear Trans New Guinea,tʰʌbi,yam,TransNewGuinea.org,,,0.0323995061766428
wandum,Faiwol (Selbang Dialect),,Nuclear Trans New Guinea,wɑndum,yam,TransNewGuinea.org,,,0.924556270591278
ago,Fore,for,Nuclear Trans New Guinea,ágo,yam,TransNewGuinea.org,-6.64473,145.507,0.415828641929257
araba,Fore,for,Nuclear Trans New Guinea,a:raba:,yam,TransNewGuinea.org,-6.64473,145.507,0.452273204171941
obai,Gadsup,gaj,Nuclear Trans New Guinea,obai,yam,TransNewGuinea.org,-6.31631,145.997,0.745158047071928
au,Gal,gap,Nuclear Trans New Guinea,au,yam,TransNewGuinea.org,-5.16351,145.623,0.381136083380994
murak,Gal,gap,Nuclear Trans New Guinea,murak,yam,TransNewGuinea.org,-5.16351,145.623,0.503043011843119
kung,Ganglau,ggl,Nuclear Trans New Guinea,kuŋ,yam,TransNewGuinea.org,-5.57945,146.13,0.267808339075195
mleg,Ganglau,ggl,Nuclear Trans New Guinea,mleg,yam,TransNewGuinea.org,-5.57945,146.13,0.495216120485846
davel,Garus,gyb,Nuclear Trans New Guinea,davɛl,yam,TransNewGuinea.org,-4.9222,145.683,0.116168553127771
igon,Garus,gyb,Nuclear Trans New Guinea,igon,yam,TransNewGuinea.org,-4.9222,145.683,0.909480460851635
dibil,Gavak,,Nuclear Trans New Guinea,dibil,yam,TransNewGuinea.org,,,0.0704588758520182
kia,Gavak,,Nuclear Trans New Guinea,kia,yam,TransNewGuinea.org,,,0.359632596087777
kambai,Gende,gaf,Nuclear Trans New Guinea,kambai,yam,TransNewGuinea.org,-5.67528,145.177,0.620485075023117
kambai,Gende,gaf,Nuclear Trans New Guinea,kambai,yam,TransNewGuinea.org,-5.67528,145.177,0.100222019126127
ago,Gimi,gim,Nuclear Trans New Guinea,ago,yam,TransNewGuinea.org,-6.42097,145.214,0.745467463064383
bor,Girawa,bbr,Nuclear Trans New Guinea,bɔːr,yam,TransNewGuinea.org,-5.35342,145.423,0.968369392082944
mura,Girawa,bbr,Nuclear Trans New Guinea,mura,yam,TransNewGuinea.org,-5.35342,145.423,0.930984738295673
malk,Gumalu,gmu,Nuclear Trans New Guinea,malʌk,yam,TransNewGuinea.org,-5.22189,145.618,0.892084296420074
o,Gumalu,gmu,Nuclear Trans New Guinea,o,yam,TransNewGuinea.org,-5.22189,145.618,0.701170106624983
hagu,Yagaria (Hua Dialect),,Nuclear Trans New Guinea,ha'gu,yam,TransNewGuinea.org,,,0.784825602589765
avi,Inoke-Yate,ino,Nuclear Trans New Guinea,avi,yam,TransNewGuinea.org,-6.32311,145.539,0.351814567585342
k,Isabi,isa,Nuclear Trans New Guinea,kʌ,yam,TransNewGuinea.org,-5.83809,145.462,0.229765557439943
nmo,Isabi,isa,Nuclear Trans New Guinea,nʌːmo,yam,TransNewGuinea.org,-5.83809,145.462,0.931498287478409
marg,Isebe,igo,Nuclear Trans New Guinea,marʌg,yam,TransNewGuinea.org,-5.20719,145.691,0.961758080908166
o,Isebe,igo,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.20719,145.691,0.432712453131198
alim,Jilim,jil,Nuclear Trans New Guinea,alim,yam,TransNewGuinea.org,-5.56611,145.706,0.231627489115433
alim,Jilim,jil,Nuclear Trans New Guinea,alim,yam,TransNewGuinea.org,-5.56611,145.706,0.454856147884026
pd,Kalam,kmh,Nuclear Trans New Guinea,pd,yam,TransNewGuinea.org,-5.25216,144.585,0.632183690123634
avi,Kamano,kbq,Nuclear Trans New Guinea,ávi,yam,TransNewGuinea.org,-6.25829,145.728,0.663498942702126
kerru,Kare,kbn,Nuclear Trans New Guinea,kɛrʌːru,yam,TransNewGuinea.org,7.05641,15.2207,0.308375891722536
mainda,Kare,kbn,Nuclear Trans New Guinea,mainda,yam,TransNewGuinea.org,7.05641,15.2207,0.628560746592166
l,Kein,bmh,Nuclear Trans New Guinea,ʌl,yam,TransNewGuinea.org,-5.3373,145.483,0.773858938297023
mer,Kein,bmh,Nuclear Trans New Guinea,mɛr,yam,TransNewGuinea.org,-5.3373,145.483,0.922380929640151
nhe,Kesawai,xes,Nuclear Trans New Guinea,nʌhe,yam,TransNewGuinea.org,-5.76797,145.58,0.114043779006841
ou,Kesawai,xes,Nuclear Trans New Guinea,ou,yam,TransNewGuinea.org,-5.76797,145.58,0.714923888995609
mena,Kobol,kgu,Nuclear Trans New Guinea,mɛna,yam,TransNewGuinea.org,-4.79614,145.284,0.944803202240766
soborom,Kobol,kgu,Nuclear Trans New Guinea,sobor̃om,yam,TransNewGuinea.org,-4.79614,145.284,0.87864749726587
fonth,Kobon,kpw,Nuclear Trans New Guinea,ɸontʰ,yam,TransNewGuinea.org,-5.16446,144.46,0.834460576059878
pod,Kobon,kpw,Nuclear Trans New Guinea,pöd,yam,TransNewGuinea.org,-5.16446,144.46,0.178993768094216
nabo,Komba (Ândâ River Dialect),,Nuclear Trans New Guinea,nabo,yam,TransNewGuinea.org,,,0.40245346969353
aako,Komba (Gwama River (North) Dialect),,Nuclear Trans New Guinea,aako,yam,TransNewGuinea.org,,,0.914100946332214
nabo,Komba (Gwama River (South) Dialect),,Nuclear Trans New Guinea,nabo,yam,TransNewGuinea.org,,,0.510697241260962
tambai,Komba (Puleng River Dialect),,Nuclear Trans New Guinea,tâmbâi,yam,TransNewGuinea.org,,,0.117727390198402
sosonga,Korak,koz,Nuclear Trans New Guinea,sosoŋa,yam,TransNewGuinea.org,-4.5998,145.514,0.390124897752875
wl,Korak,koz,Nuclear Trans New Guinea,wʌl,yam,TransNewGuinea.org,-4.5998,145.514,0.164540616949496
mreb,Kowaki,xow,Nuclear Trans New Guinea,mʌrɛb,yam,TransNewGuinea.org,-4.63032,145.412,0.822268440354281
neizab,Kowaki,xow,Nuclear Trans New Guinea,neizab,yam,TransNewGuinea.org,-4.63032,145.412,0.209410062556936
kom,Kuman,kue,Nuclear Trans New Guinea,kom,yam,TransNewGuinea.org,-5.90586,144.977,0.308675332027649
amu,Kyaka,kyc,Nuclear Trans New Guinea,amu,yam,TransNewGuinea.org,-5.52462,144.119,0.591639671343578
inapo,Lembena,leq,Nuclear Trans New Guinea,inapo,yam,TransNewGuinea.org,-4.99504,143.891,0.626579879395337
inabo,Lembena (Maibi Dialect),,Nuclear Trans New Guinea,i'naβo,yam,TransNewGuinea.org,,,0.580442451530153
jebera,Lembena (Yariba Dialect),,Nuclear Trans New Guinea,jɛ'βɛɽa,yam,TransNewGuinea.org,,,0.0520369950451868
kou,Lemio,lei,Nuclear Trans New Guinea,kou,yam,TransNewGuinea.org,-5.61407,146.441,0.051746907420764
kuep,Lemio,lei,Nuclear Trans New Guinea,kuep,yam,TransNewGuinea.org,-5.61407,146.441,0.721440965921306
kayab,Maia (Pila Dialect),,Nuclear Trans New Guinea,kayab,yam,TransNewGuinea.org,,,0.488619547376338
wangay,Maia (Pila Dialect),,Nuclear Trans New Guinea,waŋay,yam,TransNewGuinea.org,,,0.175966189808431
kayab,Maia (Saki Dialect),,Nuclear Trans New Guinea,kayab,yam,TransNewGuinea.org,,,0.991614609271236
wanga,Maia (Saki Dialect),,Nuclear Trans New Guinea,waŋa,yam,TransNewGuinea.org,,,0.80094391724544
r,Mala,ped,Nuclear Trans New Guinea,ʌr̃ʌ,yam,TransNewGuinea.org,-4.35889,145.04,0.946805472125445
susogi,Mala,ped,Nuclear Trans New Guinea,susogi,yam,TransNewGuinea.org,-4.35889,145.04,0.904035528294097
kibinem,Malas,mkr,Nuclear Trans New Guinea,kibinɛm,yam,TransNewGuinea.org,-4.76685,145.621,0.0931760885865033
yinyim,Malas,mkr,Nuclear Trans New Guinea,yinyim,yam,TransNewGuinea.org,-4.76685,145.621,0.777168892117246
alam,Male,mdc,Nuclear Trans New Guinea,alam,yam,TransNewGuinea.org,-5.49975,145.757,0.736240342087809
sambi,Male,mdc,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,-5.49975,145.757,0.519118712652572
murg,Matepi,mqe,Nuclear Trans New Guinea,mur̃ʌːg,yam,TransNewGuinea.org,-5.13857,145.617,0.904540377417086
o,Matepi,mqe,Nuclear Trans New Guinea,Ø,yam,TransNewGuinea.org,-5.13857,145.617,0.649639151109747
ibok,Mauwake,mhl,Nuclear Trans New Guinea,ibokʌ,yam,TransNewGuinea.org,-4.52416,145.394,0.508160005301313
oloba,Mauwake,mhl,Nuclear Trans New Guinea,oloba,yam,TransNewGuinea.org,-4.52416,145.394,0.639046078161381
mareb,Mawak,mjj,Nuclear Trans New Guinea,mareb,yam,TransNewGuinea.org,-4.61817,145.283,0.70483643241245
sab,Mawak,mjj,Nuclear Trans New Guinea,sab,yam,TransNewGuinea.org,-4.61817,145.283,0.459070791359259
murak,Mawan,mcz,Nuclear Trans New Guinea,murak,yam,TransNewGuinea.org,-5.2219,145.589,0.0544961274421529
o,Mawan,mcz,Nuclear Trans New Guinea,Ø:,yam,TransNewGuinea.org,-5.2219,145.589,0.450312182729956
ayab,Miani,pla,Nuclear Trans New Guinea,ayab,yam,TransNewGuinea.org,-4.42116,145.276,0.899790118368995
wanaz,Miani,pla,Nuclear Trans New Guinea,wanaz,yam,TransNewGuinea.org,-4.42116,145.276,0.220188175282012
mecg,Migabac,mpp,Nuclear Trans New Guinea,mecg,yam,TransNewGuinea.org,-6.33237,147.713,0.988878455066105
beb,Migum,klm,Nuclear Trans New Guinea,beb,yam,TransNewGuinea.org,-5.57832,146.212,0.0653844342356652
nai,Migum,klm,Nuclear Trans New Guinea,ñai,yam,TransNewGuinea.org,-5.57832,146.212,0.221763011146838
isieb,Moere,mvq,Nuclear Trans New Guinea,isieb,yam,TransNewGuinea.org,-4.62246,145.458,0.588525262766174
kinin,Moere,mvq,Nuclear Trans New Guinea,kinin,yam,TransNewGuinea.org,-4.62246,145.458,0.312893399398295
momok,Moresada,msx,Nuclear Trans New Guinea,mɔmɔk,yam,TransNewGuinea.org,-4.57497,144.988,0.327288959818072
yambb,Moresada,msx,Nuclear Trans New Guinea,yambʌb,yam,TransNewGuinea.org,-4.57497,144.988,0.282942858099196
br,Mosimo,mqv,Nuclear Trans New Guinea,ʔbʌrʌ,yam,TransNewGuinea.org,-4.95226,145.605,0.146935015762185
sabili,Mosimo,mqv,Nuclear Trans New Guinea,sabili,yam,TransNewGuinea.org,-4.95226,145.605,0.162773778648033
konzo,Mum,kqa,Nuclear Trans New Guinea,konzo,yam,TransNewGuinea.org,-4.83462,145.059,0.705748499316169
kunja,Mum,kqa,Nuclear Trans New Guinea,kunja,yam,TransNewGuinea.org,-4.83462,145.059,0.572655395636525
nambara,Mum,kqa,Nuclear Trans New Guinea,ñambara,yam,TransNewGuinea.org,-4.83462,145.059,0.436768357939563
nana,Mum,kqa,Nuclear Trans New Guinea,ñaña,yam,TransNewGuinea.org,-4.83462,145.059,0.104068148593055
tute,Mungkip,mpv,Nuclear Trans New Guinea,tutɛ,yam,TransNewGuinea.org,-6.46208,146.747,0.0972207916469935
kakli,Munit,mtc,Nuclear Trans New Guinea,kakʌːli,yam,TransNewGuinea.org,-5.24329,145.548,0.806668996430766
memi,Munit,mtc,Nuclear Trans New Guinea,memi,yam,TransNewGuinea.org,-5.24329,145.548,0.57586206151765
nemi,Munit,mtc,Nuclear Trans New Guinea,nemi,yam,TransNewGuinea.org,-5.24329,145.548,0.841292356420918
gamg,Murupi,mqw,Nuclear Trans New Guinea,gamʌg,yam,TransNewGuinea.org,-5.0245,145.606,0.514176504560063
sabela,Murupi,mqw,Nuclear Trans New Guinea,sabɛla,yam,TransNewGuinea.org,-5.0245,145.606,0.354627063748479
ibu,Musak,mmq,Nuclear Trans New Guinea,iːbʉ,yam,TransNewGuinea.org,-5.37407,145.197,0.043280759709138
sabr,Musak,mmq,Nuclear Trans New Guinea,sabʌr,yam,TransNewGuinea.org,-5.37407,145.197,0.758812308547355
hep,Musar,mmi,Nuclear Trans New Guinea,heʌp,yam,TransNewGuinea.org,-4.70258,145.413,0.746682983531408
saneng,Musar,mmi,Nuclear Trans New Guinea,sa:neŋ,yam,TransNewGuinea.org,-4.70258,145.413,0.0860008044045352
mohoq,Nakame (Dzenzen Dialect),,Nuclear Trans New Guinea,mohoq,yam,TransNewGuinea.org,,,0.609736046128062
tute,Nakame (Munguleng Dialect),,Nuclear Trans New Guinea,tu·te,yam,TransNewGuinea.org,,,0.695142439624076
tute,Nakame (Popof Dialect),,Nuclear Trans New Guinea,tute,yam,TransNewGuinea.org,,,0.170734293044626
miseak,Nakame (Sikalan Dialect),,Nuclear Trans New Guinea,mɨsɛak,yam,TransNewGuinea.org,,,0.934903674869126
mohoq,Nakame (Sokan Dialect),,Nuclear Trans New Guinea,mohoq,yam,TransNewGuinea.org,,,0.534335462559647
mohoq,Nakame (Wasin Dialect),,Nuclear Trans New Guinea,mohoq,yam,TransNewGuinea.org,,,0.322807590925021
o,Nake,nbk,Nuclear Trans New Guinea,ʔo,yam,TransNewGuinea.org,-5.09087,145.655,0.453655245596781
savel,Nake,nbk,Nuclear Trans New Guinea,savɛl,yam,TransNewGuinea.org,-5.09087,145.655,0.234130915591
tot,Nek (Goambot Dialect),,Nuclear Trans New Guinea,tot,yam,TransNewGuinea.org,,,0.906075309176672
awije,Nend,anh,Nuclear Trans New Guinea,awije,yam,TransNewGuinea.org,-5.04271,144.886,0.658793839189062
unsa,Nend,anh,Nuclear Trans New Guinea,unsa,yam,TransNewGuinea.org,-5.04271,144.886,0.135988462878449
unza,Nend,anh,Nuclear Trans New Guinea,unʑa,yam,TransNewGuinea.org,-5.04271,144.886,0.613324707384506
au,Nobonob,gaw,Nuclear Trans New Guinea,au,yam,TransNewGuinea.org,-5.06952,145.712,0.770406514722689
daber,Nobonob,gaw,Nuclear Trans New Guinea,dabɛr̃,yam,TransNewGuinea.org,-5.06952,145.712,0.794108865650611
namb@t,Nuk (Tamben Dialect),,Nuclear Trans New Guinea,nɑmbət,yam,TransNewGuinea.org,,,0.937533376700128
n@mbet,Nuk (Tunam Dialect),,Nuclear Trans New Guinea,nəmbɛt,yam,TransNewGuinea.org,,,0.178693948764319
hambi,Ogea,eri,Nuclear Trans New Guinea,ha:mbi,yam,TransNewGuinea.org,-5.37766,145.71,0.827618597538034
mona,Ogea,eri,Nuclear Trans New Guinea,moña,yam,TransNewGuinea.org,-5.37766,145.71,0.441061356147561
me,Pal,abw,Nuclear Trans New Guinea,mɛ,yam,TransNewGuinea.org,-4.756,145.24,0.554484195323805
touna,Pal,abw,Nuclear Trans New Guinea,touna,yam,TransNewGuinea.org,-4.756,145.24,0.930608144480585
mr,Pamosu,hih,Nuclear Trans New Guinea,mʌr,yam,TransNewGuinea.org,-4.69874,145.288,0.404522836548685
obut,Pamosu,hih,Nuclear Trans New Guinea,obut,yam,TransNewGuinea.org,-4.69874,145.288,0.719004358215949
malg,Panim,pnr,Nuclear Trans New Guinea,malʌg,yam,TransNewGuinea.org,-5.21388,145.752,0.556602887238641
o,Panim,pnr,Nuclear Trans New Guinea,o:,yam,TransNewGuinea.org,-5.21388,145.752,0.992257798150653
ki,Parawen,prw,Nuclear Trans New Guinea,kiʌ,yam,TransNewGuinea.org,-5.0112,145.418,0.856734394897561
koutu,Parawen,prw,Nuclear Trans New Guinea,koutu,yam,TransNewGuinea.org,-5.0112,145.418,0.849028846670672
saburama,Parawen,prw,Nuclear Trans New Guinea,sabura:ma,yam,TransNewGuinea.org,-5.0112,145.418,0.215820885734463
agati,Paynamar,pmr,Nuclear Trans New Guinea,agati,yam,TransNewGuinea.org,-4.94303,144.879,0.654104892529844
unza,Paynamar,pmr,Nuclear Trans New Guinea,unza,yam,TransNewGuinea.org,-4.94303,144.879,0.192046194904674
kunza,Proto-Central-Sogeram,,Nuclear Trans New Guinea,*kunza,yam,TransNewGuinea.org,,,0.196512923871777
kou,Proto-Croisilles,,Nuclear Trans New Guinea,*kou,yam,TransNewGuinea.org,,,0.71074681266882
sambi,Proto-Croisilles,,Nuclear Trans New Guinea,*sambi,yam,TransNewGuinea.org,,,0.890564275476069
kau,Proto-Mabuso,,Nuclear Trans New Guinea,*kau,yam,TransNewGuinea.org,,,0.831064867953443
kou,Proto-Rai-Coast,,Nuclear Trans New Guinea,*kou,yam,TransNewGuinea.org,,,0.26185157957306
sabi,Proto-Rai-Coast,,Nuclear Trans New Guinea,*sabi,yam,TransNewGuinea.org,,,0.236444954246188
sambi,Proto-Rai-Coast,,Nuclear Trans New Guinea,*sambi,yam,TransNewGuinea.org,,,0.0905994544458576
kunsa,Proto-Sogeram,,Nuclear Trans New Guinea,*kunsa,yam,TransNewGuinea.org,,,0.500209402400173
nambara,Proto-South-Adelbert,,Nuclear Trans New Guinea,*ñambara,yam,TransNewGuinea.org,,,0.671067765009176
isiab,Proto-Tibor-Omosa,,Nuclear Trans New Guinea,*isiab,yam,TransNewGuinea.org,,,0.366507696705972
unsa,Proto-Western-Sogeram,,Nuclear Trans New Guinea,*unsa,yam,TransNewGuinea.org,,,0.0593898643528213
kamu,Pulabu,pup,Nuclear Trans New Guinea,ka:mu,yam,TransNewGuinea.org,-5.59558,145.738,0.209536170441943
munggli,Pulabu,pup,Nuclear Trans New Guinea,muŋgʌli,yam,TransNewGuinea.org,-5.59558,145.738,0.05468025452268
igon,Rapting,rpt,Nuclear Trans New Guinea,igon,yam,TransNewGuinea.org,-4.99351,145.671,0.666665593395153
tawel,Rapting,rpt,Nuclear Trans New Guinea,tawɛl,yam,TransNewGuinea.org,-4.99351,145.671,0.6053387450063
di,Rempi,rmp,Nuclear Trans New Guinea,diː,yam,TransNewGuinea.org,-5.02487,145.782,0.967186168430474
igon,Rempi,rmp,Nuclear Trans New Guinea,iːgon,yam,TransNewGuinea.org,-5.02487,145.782,0.637849729404962
halim,Rerau,rea,Nuclear Trans New Guinea,halim,yam,TransNewGuinea.org,-5.51361,145.716,0.473305120591873
sambi,Rerau,rea,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,-5.51361,145.716,0.583866185733082
kung,Saep,spd,Nuclear Trans New Guinea,kuŋ,yam,TransNewGuinea.org,-5.64812,146.078,0.141386601646372
maleg,Saep,spd,Nuclear Trans New Guinea,malɛg,yam,TransNewGuinea.org,-5.64812,146.078,0.0402201191021278
alam,Sam,snx,Nuclear Trans New Guinea,alam,yam,TransNewGuinea.org,-5.55572,145.813,0.649111992077598
sambi,Sam,snx,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,-5.55572,145.813,0.940077125938913
sambi,Sam (Buan Dialect),,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,,,0.930534913196443
sambi,Sam (Songum Dialect),,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,,,0.550222623976143
sambi,Sam (Wongbe Dialect),,Nuclear Trans New Guinea,sambi,yam,TransNewGuinea.org,,,0.361396651693532
ara,Samosa,swm,Nuclear Trans New Guinea,ara,yam,TransNewGuinea.org,-5.01391,145.537,0.10237780787267
gere,Samosa,swm,Nuclear Trans New Guinea,gere,yam,TransNewGuinea.org,-5.01391,145.537,0.956380598381493
o,Saruga,sra,Nuclear Trans New Guinea,o,yam,TransNewGuinea.org,-5.08824,145.578,0.880450594648274
savela,Saruga,sra,Nuclear Trans New Guinea,savela,yam,TransNewGuinea.org,-5.08824,145.578,0.680724732915903
nbo,Sausi,ssj,Nuclear Trans New Guinea,nʌːbo,yam,TransNewGuinea.org,-5.6873,145.492,0.515845970358127
ou,Sausi,ssj,Nuclear Trans New Guinea,ou,yam,TransNewGuinea.org,-5.6873,145.492,0.261679590639832
wan,Setaman (Baktamin Dialect),,Nuclear Trans New Guinea,wɑn,yam,TransNewGuinea.org,,,0.290618211046071
dakas,Setaman (Ngisokabip Dialect),,Nuclear Trans New Guinea,dɑkɑs,yam,TransNewGuinea.org,,,0.638359513353003
dakas,Setaman (Seltamin Dialect),,Nuclear Trans New Guinea,dɑkɑs,yam,TransNewGuinea.org,,,0.884916064679198
